title,singers,directors,lyricist,genre,album,download_link,poster,year
Mehfooz,['Ritviz'],['Ritviz'],"['Anvita Bharti', ' Ritviz']",['Pop'],Mimmi,https://www.youtube.com/watch?v=s-psCOzFjVA,https://is3-ssl.mzstatic.com/image/thumb/Music122/v4/a5/0f/e5/a50fe50d-0b1f-d716-dbbc-488058695794/859765489564_cover.jpg/200x200.jpg,2022
Mimmi,"['Ritviz', ' Anvita Bharti']",['Ritviz'],"['Anvita Bharti', ' Ritviz']","['Pop', ' Sugam']",Mimmi,https://www.youtube.com/watch?v=l-NmLtlYu5Y,https://is3-ssl.mzstatic.com/image/thumb/Music122/v4/a5/0f/e5/a50fe50d-0b1f-d716-dbbc-488058695794/859765489564_cover.jpg/200x200.jpg,2022
Chandamama,['Ritviz'],['Ritviz'],"['Anvita Bharti', ' Ritviz']",['Pop'],Mimmi,https://www.youtube.com/watch?v=rT9o5sp6JWk,https://is3-ssl.mzstatic.com/image/thumb/Music122/v4/a5/0f/e5/a50fe50d-0b1f-d716-dbbc-488058695794/859765489564_cover.jpg/200x200.jpg,2022
Taj,['Ritviz'],['Ritviz'],"['Anvita Bharti', ' Ritviz']",['Pop'],Mimmi,https://www.youtube.com/watch?v=ry367f9U0IQ,https://is3-ssl.mzstatic.com/image/thumb/Music122/v4/a5/0f/e5/a50fe50d-0b1f-d716-dbbc-488058695794/859765489564_cover.jpg/200x200.jpg,2022
Jaana,['Ritviz'],"['Ritviz', ' Karan Kanchan']","['Anvita Bharti', ' Ritviz']",['Pop'],Mimmi,https://www.youtube.com/watch?v=47rRCllCE5g,https://is3-ssl.mzstatic.com/image/thumb/Music122/v4/a5/0f/e5/a50fe50d-0b1f-d716-dbbc-488058695794/859765489564_cover.jpg/200x200.jpg,2022
Pukaar,['Ritviz'],['Ritviz'],"['Anvita Bharti', ' Ritviz']",['Pop'],Mimmi,https://www.youtube.com/watch?v=Y58yT4eQdmc,https://is3-ssl.mzstatic.com/image/thumb/Music122/v4/a5/0f/e5/a50fe50d-0b1f-d716-dbbc-488058695794/859765489564_cover.jpg/200x200.jpg,2022
Aas Paas,['Ritviz'],['Ritviz'],"['Anvita Bharti', ' Ritviz']",['Pop'],Mimmi,https://www.youtube.com/watch?v=RcBptVyRSxE,https://is3-ssl.mzstatic.com/image/thumb/Music122/v4/a5/0f/e5/a50fe50d-0b1f-d716-dbbc-488058695794/859765489564_cover.jpg/200x200.jpg,2022
Chupke Chupke Raat Din Aansoo Bahaana Yaad Hai,"['Armaan Malik', ' Shilpa Rao']","['Rochak Kohli', ' Ghulam Ali']","['Kumaar', ' Hasrat Mohani']","['Filmi', ' Sugam']",Mister Mummy,https://www.youtube.com/watch?v=12T6zxeZYuo,https://is5-ssl.mzstatic.com/image/thumb/Music122/v4/4b/89/b2/4b89b27f-65d7-c759-0767-70c00de13ecf/8902894361804_cover.jpg/200x200.jpg,2022
Papaji Pet Se,"['Amit Gupta', ' Sneha Khanwalkar']",['Sneha Khanwalkar'],['Kumaar'],"['Filmi', ' Pop']",Mister Mummy,https://www.youtube.com/watch?v=w9gAESVGG0Q,https://is5-ssl.mzstatic.com/image/thumb/Music122/v4/4b/89/b2/4b89b27f-65d7-c759-0767-70c00de13ecf/8902894361804_cover.jpg/200x200.jpg,2022
Mister Mummy Title Track,"['Amit Gupta', ' Harjot Kaur', ' Sneha Khanwalkar']",['Sneha Khanwalkar'],['Kumaar'],['Filmi'],Mister Mummy,https://www.youtube.com/watch?v=70b7tQUwVlI,https://is5-ssl.mzstatic.com/image/thumb/Music122/v4/4b/89/b2/4b89b27f-65d7-c759-0767-70c00de13ecf/8902894361804_cover.jpg/200x200.jpg,2022
Rut Mastani Hai Chadhti Jawani,"['Harjot Kaur', ' Sneha Khanwalkar']",['Sneha Khanwalkar'],['Kumaar'],['Filmi'],Mister Mummy,https://www.youtube.com/watch?v=FnfMoO1kvIw,https://is5-ssl.mzstatic.com/image/thumb/Music122/v4/4b/89/b2/4b89b27f-65d7-c759-0767-70c00de13ecf/8902894361804_cover.jpg/200x200.jpg,2022
Uncle Ji,"['Zakir Hussain - II', ' Jasu Khan', ' Sneha Khanwalkar']",['Sneha Khanwalkar'],['Kumaar'],['Filmi'],Mister Mummy,https://www.youtube.com/watch?v=FkIlUdhnWJk,https://is5-ssl.mzstatic.com/image/thumb/Music122/v4/4b/89/b2/4b89b27f-65d7-c759-0767-70c00de13ecf/8902894361804_cover.jpg/200x200.jpg,2022
Yeh Mohabbat Zindagi Aur Zindagi Mohabbat Hai,['Lucky Ali'],['Mikey McCleary'],['Ankur Tewari'],['Pop'],Mohabbat Zindagi,https://www.youtube.com/watch?v=0IcIaLrH-Co,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/d1/b6/4b/d1b64b52-a2dc-a910-8f60-353d161fc9a0/cover.jpg/200x200.jpg,2022
Yeh Ek Zindagi Kaafi Nahin Hai,['Anupama Chakraborty Shrivastava'],"['Achint Thakkar', ' Mikey McCleary']",['Varun Grover'],"['Filmi', ' Pop']","Monica, O My Darling",https://www.youtube.com/watch?v=NxZ64Nq_9nI,https://is5-ssl.mzstatic.com/image/thumb/Music112/v4/6b/43/2e/6b432e01-d1e5-e759-a387-92279f66ea68/196589637970.jpg/200x200.jpg,2022
Love You So Much (I Want To Kill You),['Sarita Vaz'],['Achint Thakkar'],['Achint Thakkar'],"['Pop', ' Byla']","Monica, O My Darling",https://www.youtube.com/watch?v=KL-A02FZzYw,https://is5-ssl.mzstatic.com/image/thumb/Music112/v4/6b/43/2e/6b432e01-d1e5-e759-a387-92279f66ea68/196589637970.jpg/200x200.jpg,2022
Suno Jaanejaan Hai Qatil Sama,['Saud Khan'],['Achint Thakkar'],['Varun Grover'],"['Filmi', ' Pop']","Monica, O My Darling",https://www.youtube.com/watch?v=eeMyCXrelAY,https://is5-ssl.mzstatic.com/image/thumb/Music112/v4/6b/43/2e/6b432e01-d1e5-e759-a387-92279f66ea68/196589637970.jpg/200x200.jpg,2022
Bye Bye Adios,['Anupama Chakraborty Shrivastava'],['Achint Thakkar'],['Varun Grover'],"['Filmi', ' Pop']","Monica, O My Darling",https://www.youtube.com/watch?v=2latQ6yNJp4,https://is5-ssl.mzstatic.com/image/thumb/Music112/v4/6b/43/2e/6b432e01-d1e5-e759-a387-92279f66ea68/196589637970.jpg/200x200.jpg,2022
Farsh Pe Khade Khade (Dil Hai Chhota Sa Magar),['Sagnik Sen'],['Achint Thakkar'],['Varun Grover'],['Filmi'],"Monica, O My Darling",https://www.youtube.com/watch?v=_qgveduFRpY,https://is5-ssl.mzstatic.com/image/thumb/Music112/v4/6b/43/2e/6b432e01-d1e5-e759-a387-92279f66ea68/196589637970.jpg/200x200.jpg,2022
Hills Of Malabar (I Left My Love In The Morning),['Vivienne Pocha'],['Achint Thakkar'],['Achint Thakkar'],['Pop'],"Monica, O My Darling",https://www.youtube.com/watch?v=LUVdZSDqy14,https://is5-ssl.mzstatic.com/image/thumb/Music112/v4/6b/43/2e/6b432e01-d1e5-e759-a387-92279f66ea68/196589637970.jpg/200x200.jpg,2022
Kudi Nachdi Phire Jiddaan Baagan Vich Mor,"['Ikka', ' Rashmeet Kaur']",['Phenom'],"['Ikka', ' Rashmeet Kaur']",['Pop'],Mor,https://www.youtube.com/watch?v=PP7ZacDX5HE,https://is2-ssl.mzstatic.com/image/thumb/Music122/v4/e6/53/0c/e6530c6f-6b1c-24d2-3cf3-d82d9fc1b3b9/cover.jpg/200x200.jpg,2022
Mud Mud Ke,"['Tony Kakkar', ' Neha Kakkar']",['Tony Kakkar'],['Tony Kakkar'],"['Pop', ' Filmi']",Mud Mud Ke,https://www.youtube.com/watch?v=MbMsyT0Rx7o,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/9c/2e/95/9c2e95e0-6a1e-d503-389a-e5149726d35c/source/200x200.jpg,2022
Mujhko Kiya Barbaad,['Raj Barman'],['Vivek Kar'],['Kumaar'],['Filmi'],Mujhko Kiya Barbaad,https://www.youtube.com/watch?v=UkgncoqJEWs,https://is2-ssl.mzstatic.com/image/thumb/Music126/v4/3b/2d/d4/3b2dd4a1-c3f6-9e9e-dc09-79191ced39cd/source/200x200.jpg,2022
Mujhse Ik Baat Kiya Keejiye Bas,['Sarthak Kalyani'],"['Sarthak Kalyani', ' Siddharth Chopra', ' Neeraj Shetty']","['Mushafi Ghulam Hamdani', ' Sarthak Kalyani']",['Ghazal'],Mujhse Ek Baat,https://www.youtube.com/watch?v=2Ur9IMzGpjA,https://is5-ssl.mzstatic.com/image/thumb/Music116/v4/ea/14/f4/ea14f4aa-587c-2a1f-f294-3c6c8def1c62/198002804983.jpg/200x200.jpg,2022
Dil Ki Dhun,['Shankar Mahadevan'],['Shankar Mahadevan'],['Tanishk Nabar'],"['Filmi', ' Sugam']",My Country My Music,https://www.youtube.com/watch?v=M0CFqbl81nk,,2022
Naari,['Neeti Mohan'],['Abhijit Vaghani'],['Shloke Lal'],"['Pop', ' Electronic', ' Sugam']",Naari,https://www.youtube.com/watch?v=L3LRQbFbbLc,https://is5-ssl.mzstatic.com/image/thumb/Music116/v4/4a/e2/fe/4ae2fe49-e749-cf5c-36ca-010c070a45aa/source/200x200.jpg,2022
Narazgi,['Neha Kakkar'],['Sonal Pradhaan'],['Sonal Pradhaan'],"['Pop', ' Ghazal']",Narazgi,https://www.youtube.com/watch?v=cPCbwauiCqc,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/74/b9/90/74b99025-7c13-8784-d6e2-f3cad946c3e5/source/200x200.jpg,2022
Gaon Basne Se Pahle Lutere Aa Gaye,"['Sachet Tandon', ' Mohammed Danish']",['Vishal Mishra'],['Raj Shekhar'],"['Filmi', ' Hindi Folk']",Nazar Andaaz,https://www.youtube.com/watch?v=u6Xo2p0k3lk,https://is2-ssl.mzstatic.com/image/thumb/Music122/v4/93/1b/f6/931bf685-d151-937d-145f-99bfea235b2c/8902894361743_cover.jpg/200x200.jpg,2022
Kitne Andekhe Rang (Zara Zara Humse Peechhe),['Vishal Mishra'],['Vishal Mishra'],['Raj Shekhar'],['Pop'],Nazar Andaaz,https://www.youtube.com/watch?v=VfrbLAZzKTY,https://is2-ssl.mzstatic.com/image/thumb/Music122/v4/93/1b/f6/931bf685-d151-937d-145f-99bfea235b2c/8902894361743_cover.jpg/200x200.jpg,2022
Ik Aadhi Kahaani Thi,['Jubin Nautiyal'],['Vishal Mishra'],['Raj Shekhar'],['Filmi'],Nazar Andaaz,https://www.youtube.com/watch?v=UQR1ZruioCk,https://is2-ssl.mzstatic.com/image/thumb/Music122/v4/93/1b/f6/931bf685-d151-937d-145f-99bfea235b2c/8902894361743_cover.jpg/200x200.jpg,2022
Kya Inhe Jadoo Se Tumne Hi Utaara Hai,['Parampara Tandon'],['Vishal Mishra'],['Raj Shekhar'],['Filmi'],Nazar Andaaz,https://www.youtube.com/watch?v=NAyKCiMcT9w,https://is2-ssl.mzstatic.com/image/thumb/Music122/v4/93/1b/f6/931bf685-d151-937d-145f-99bfea235b2c/8902894361743_cover.jpg/200x200.jpg,2022
Kitna Sukoon Hai Is Raat Mein Yahan,['Armaan Malik'],['Vishal Mishra'],['Raj Shekhar'],['Filmi'],Nazar Andaaz,https://www.youtube.com/watch?v=71wfYxLrbQE,https://is2-ssl.mzstatic.com/image/thumb/Music122/v4/93/1b/f6/931bf685-d151-937d-145f-99bfea235b2c/8902894361743_cover.jpg/200x200.jpg,2022
Kitna Sukoon Hai Is Raat Mein Yahan (Female),['Tulsi Kumar'],['Vishal Mishra'],['Raj Shekhar'],['Filmi'],Nazar Andaaz,https://www.youtube.com/watch?v=Q0IjtgBNmlw,https://is2-ssl.mzstatic.com/image/thumb/Music122/v4/93/1b/f6/931bf685-d151-937d-145f-99bfea235b2c/8902894361743_cover.jpg/200x200.jpg,2022
Never Back Down,['Raftaar'],['Raftaar'],['Raftaar'],['Hip-hop'],Never Back Down,https://www.youtube.com/watch?v=2m03GWoUkio,https://is2-ssl.mzstatic.com/image/thumb/Music113/v4/6c/b3/6e/6cb36ece-cd28-13b1-716d-a9a356046d88/cover.jpg/200x200.jpg,2022
Main Tere Bin Kya Kuchh Bhi Nahin,"['Dev Negi', ' Shruti Rane']",['Gourov Dasgupta'],['Kumaar'],"['Filmi', ' Pop']",Nikamma,https://www.youtube.com/watch?v=3-GFd4-7nww,https://is3-ssl.mzstatic.com/image/thumb/Music112/v4/50/79/d6/5079d6b2-88ba-250b-1665-82b14ccbb472/840214440977.png/200x200.jpg,2022
Killer Lagdi,['Mika Singh'],['Amaal Mallik'],['Kumaar'],"['Filmi', ' Bhangra', ' Pop']",Nikamma,https://www.youtube.com/watch?v=p5sChyzZ4ZQ,https://is3-ssl.mzstatic.com/image/thumb/Music112/v4/50/79/d6/5079d6b2-88ba-250b-1665-82b14ccbb472/840214440977.png/200x200.jpg,2022
Nasha Ishq Ka Chadhne De,"['Stebin Ben', ' Neha Karode']",['Vipin Patwa'],['Kumaar'],"['Filmi', ' Pop', ' Electronic']",Nikamma,https://www.youtube.com/watch?v=iaqO4PRXVhk,https://is3-ssl.mzstatic.com/image/thumb/Music112/v4/50/79/d6/5079d6b2-88ba-250b-1665-82b14ccbb472/840214440977.png/200x200.jpg,2022
Ab Meri Baari Aayi,"['Javed - Mohsin', ' Farhad Bhiwandiwala']",['Javed - Mohsin'],"['Sabbir Khan', ' Danish Sabri']","['Filmi', ' Hip-hop']",Nikamma,https://www.youtube.com/watch?v=AJ498UQDBfk,https://is3-ssl.mzstatic.com/image/thumb/Music112/v4/50/79/d6/5079d6b2-88ba-250b-1665-82b14ccbb472/840214440977.png/200x200.jpg,2022
Main Tere Bin Kya Kuchh Bhi Nahin (Reprise),"['Shirley Setia', ' Mame Khan']",['Gourov Dasgupta'],['Kumaar'],"['Filmi', ' Pop', ' Sugam']",Nikamma,https://www.youtube.com/watch?v=vkq6X5BUxrI,https://is3-ssl.mzstatic.com/image/thumb/Music112/v4/50/79/d6/5079d6b2-88ba-250b-1665-82b14ccbb472/840214440977.png/200x200.jpg,2022
Nikamma Kiya Is Dil Ne,"['Dev Negi', ' Payal Dev', ' Deane Sequeira']","['Himesh Reshammiya', ' Javed - Mohsin']","['Sanjay Chhel', ' Danish Sabri']","['Filmi', ' Pop', ' Hip-hop']",Nikamma,https://www.youtube.com/watch?v=LCEMoVCaUOw,https://is3-ssl.mzstatic.com/image/thumb/Music112/v4/50/79/d6/5079d6b2-88ba-250b-1665-82b14ccbb472/840214440977.png/200x200.jpg,2022
Noor (Mainu Neherwale Pul Te Bula Ke),['Sona Mohapatra'],['Ram Sampath'],"['Munna Dhiman', ' Traditional']","['Pop', ' Punjabi Folk', ' Narration']",Noor,https://www.youtube.com/watch?v=m0j-Zx9tuAY,https://is3-ssl.mzstatic.com/image/thumb/Music126/v4/a1/ab/20/a1ab20e0-d5db-43b3-d499-7aad4e23bce1/190296227059.jpg/200x200.jpg,2022
Noor,['Sona Mohapatra'],['Ram Sampath'],"['Munna Dhiman', ' Traditional']","['Punjabi Folk', ' Filmi', ' Pop']",Noor,https://www.youtube.com/watch?v=m0j-Zx9tuAY,https://is2-ssl.mzstatic.com/image/thumb/Music126/v4/44/87/ca/4487cafb-359b-659c-9335-08e4062a714c/source/200x200.jpg,2022
Suno Na,['Rahul Pandey'],['Jay Rajesh Arya'],['Prashant Johari'],"['Filmi', ' Pop']",Odd Couple,https://www.youtube.com/watch?v=jK8nkNx-sy8,https://is3-ssl.mzstatic.com/image/thumb/Music122/v4/b2/0d/78/b20d78ef-9363-e72d-f87e-4cdf681e9219/cover.jpg/200x200.jpg,2022
Tera Rehnuma,['Sanish Nair'],['Jay Rajesh Arya'],['Prashant Johari'],"['Filmi', ' Pop']",Odd Couple,https://www.youtube.com/watch?v=u_KFX2cUVD4,https://is3-ssl.mzstatic.com/image/thumb/Music122/v4/b2/0d/78/b20d78ef-9363-e72d-f87e-4cdf681e9219/cover.jpg/200x200.jpg,2022
Ye Zindagi Kahin Bhi Le Jaye Pata Nahin,['Aparna Krishnakumar'],['Jay Rajesh Arya'],['Prashant Johari'],"['Filmi', ' Classic Pop']",Odd Couple,https://www.youtube.com/watch?v=V29WzONwUEM,https://is3-ssl.mzstatic.com/image/thumb/Music122/v4/b2/0d/78/b20d78ef-9363-e72d-f87e-4cdf681e9219/cover.jpg/200x200.jpg,2022
Pardesi,['Jay Rajesh Arya'],['Jay Rajesh Arya'],['Prashant Johari'],"['Filmi', ' Hindi Folk']",Odd Couple,,https://is3-ssl.mzstatic.com/image/thumb/Music122/v4/b2/0d/78/b20d78ef-9363-e72d-f87e-4cdf681e9219/cover.jpg/200x200.jpg,2022
Samaan Tera Mere Ghar Pe Pada Hai,['Surabhi Singh'],['Jay Rajesh Arya'],['Prashant Johari'],['Filmi'],Odd Couple,,https://is3-ssl.mzstatic.com/image/thumb/Music122/v4/b2/0d/78/b20d78ef-9363-e72d-f87e-4cdf681e9219/cover.jpg/200x200.jpg,2022
Tere Bin Jeena Kya (Main Kahin Bhi Rahoon),"['Vishal Mishra', ' Rupali Jagga']",['M.M. Kreem'],['Manoj Muntashir'],['Filmi'],Operation Romeo,https://www.youtube.com/watch?v=9_HQB382dfo,https://is4-ssl.mzstatic.com/image/thumb/Music112/v4/ba/cf/1c/bacf1c9c-65f0-e54b-f767-446272cda9f2/196626786388.jpg/200x200.jpg,2022
Tere Bin Jeena Kya (Main Kahin Bhi Rahoon) - Solo,['M.M. Kreem'],['M.M. Kreem'],['Manoj Muntashir'],['Filmi'],Operation Romeo,https://www.youtube.com/watch?v=YJTztQ6N1RY,https://is4-ssl.mzstatic.com/image/thumb/Music112/v4/ba/cf/1c/bacf1c9c-65f0-e54b-f767-446272cda9f2/196626786388.jpg/200x200.jpg,2022
Abhi Abhi Jab Chor Nazar Se,['Neeti Mohan'],['M.M. Kreem'],['Manoj Muntashir'],['Filmi'],Operation Romeo,https://www.youtube.com/watch?v=QR2fc27Dya8,https://is4-ssl.mzstatic.com/image/thumb/Music112/v4/ba/cf/1c/bacf1c9c-65f0-e54b-f767-446272cda9f2/196626786388.jpg/200x200.jpg,2022
Mere Saath Yeh Kyun Kiya,['Vishal Mishra'],['M.M. Kreem'],['Manoj Muntashir'],['Filmi'],Operation Romeo,https://www.youtube.com/watch?v=0uzRFLWwFiM,https://is4-ssl.mzstatic.com/image/thumb/Music112/v4/ba/cf/1c/bacf1c9c-65f0-e54b-f767-446272cda9f2/196626786388.jpg/200x200.jpg,2022
Kaveri Se Milne,"['A.R. Rahman', ' Swagat Rathod', ' Pooja Tiwari']",['A.R. Rahman'],['Mehboob'],['Filmi'],PS-1,https://www.youtube.com/watch?v=ij1sNMRV6W8,https://is4-ssl.mzstatic.com/image/thumb/Music112/v4/50/0e/e0/500ee0b5-57ee-6893-668c-2f6bf9117944/8901854077120.jpg/200x200.jpg,2022
Chola Chola,"['Vishal Mishra', ' Swagat Rathod']",['A.R. Rahman'],['Mehboob'],['Filmi'],PS-1,https://www.youtube.com/watch?v=Ob20EdBlVRA,https://is4-ssl.mzstatic.com/image/thumb/Music112/v4/50/0e/e0/500ee0b5-57ee-6893-668c-2f6bf9117944/8901854077120.jpg/200x200.jpg,2022
Rakshas Mama Re,"['Shreya Ghoshal', ' Shaan Mukherji', ' Mahesh Vinayakram']",['A.R. Rahman'],['Mehboob'],['Filmi'],PS-1,https://www.youtube.com/watch?v=lAgjjOy8jdU,https://is4-ssl.mzstatic.com/image/thumb/Music112/v4/50/0e/e0/500ee0b5-57ee-6893-668c-2f6bf9117944/8901854077120.jpg/200x200.jpg,2022
Doobi Doobi Hui Si,['Antara Nandy'],['A.R. Rahman'],['Mehboob'],['Filmi'],PS-1,https://www.youtube.com/watch?v=5r_PUctsPGs,https://is4-ssl.mzstatic.com/image/thumb/Music112/v4/50/0e/e0/500ee0b5-57ee-6893-668c-2f6bf9117944/8901854077120.jpg/200x200.jpg,2022
Devaralan Naach,['Sudeep Jaipurwale'],['A.R. Rahman'],['Mehboob'],['Filmi'],PS-1,https://www.youtube.com/watch?v=_6SwcdicuLI,https://is4-ssl.mzstatic.com/image/thumb/Music112/v4/50/0e/e0/500ee0b5-57ee-6893-668c-2f6bf9117944/8901854077120.jpg/200x200.jpg,2022
Bol,['Shreya Ghoshal'],['A.R. Rahman'],['Mehboob'],"['Filmi', ' Sugam']",PS-1,https://www.youtube.com/watch?v=iEbDf8CSFBs,https://is4-ssl.mzstatic.com/image/thumb/Music112/v4/50/0e/e0/500ee0b5-57ee-6893-668c-2f6bf9117944/8901854077120.jpg/200x200.jpg,2022
Paas Aa,['Zaeden'],['Aakash Ravikrishnan'],['Kunaal Verma'],['Pop'],Paas Aa,https://www.youtube.com/watch?v=TMYK87VoHr8,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/43/98/0b/43980b2c-3f8d-a6f9-1c61-dd4af1be25f5/859760197181_cover.jpg/200x200.jpg,2022
Besharam Rang Kahan Dekha Duniyawalon Ne,"['Shilpa Rao', ' Caralisa Monteiro', ' Vishal Dadlani', ' Sheykhar Ravjiani']",['Vishal - Sheykhar'],"['Kumaar', ' Vishal Dadlani']","['Filmi', ' Pop', ' Sugam']",Pathaan,https://www.youtube.com/watch?v=huxhqphtDrM,https://is2-ssl.mzstatic.com/image/thumb/Music122/v4/8d/6a/19/8d6a197e-2aaa-5504-cd43-533351597487/Pathaan-Album-Audio-Cover-Final.jpg/200x200.jpg,2022
Jhoome Jo Pathaan Meri Jaan,"['Arijit Singh', ' Sukriti Kakar']",['Vishal - Sheykhar'],['Kumaar'],"['Filmi', ' Spanish', ' Arabic']",Pathaan,https://www.youtube.com/watch?v=YxWlaYCA8MU,https://is2-ssl.mzstatic.com/image/thumb/Music122/v4/8d/6a/19/8d6a197e-2aaa-5504-cd43-533351597487/Pathaan-Album-Audio-Cover-Final.jpg/200x200.jpg,2022
Pathaan's Theme,['Magdalena Supel'],"['Sanchit Balhara', ' Ankit Balhara']",['Kit Bee'],"['Pop', ' Rock']",Pathaan,https://www.youtube.com/watch?v=T_rupRQOJZM,https://is2-ssl.mzstatic.com/image/thumb/Music122/v4/8d/6a/19/8d6a197e-2aaa-5504-cd43-533351597487/Pathaan-Album-Audio-Cover-Final.jpg/200x200.jpg,2022
Jim's Theme,"['Maanya Narang', ' Riya Duggal']","['Sanchit Balhara', ' Ankit Balhara']",,['Pop'],Pathaan,https://www.youtube.com/watch?v=PWq4T21YOLQ,https://is2-ssl.mzstatic.com/image/thumb/Music122/v4/8d/6a/19/8d6a197e-2aaa-5504-cd43-533351597487/Pathaan-Album-Audio-Cover-Final.jpg/200x200.jpg,2022
Patriot,['Arijit Singh'],['Arijit Singh'],['Arijit Singh'],"['Filmi', ' Pop']",Patriot,https://www.youtube.com/watch?v=iFE8vvwID8I,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/26/6a/c9/266ac9cd-69c4-39fc-6a39-7ca7f72ac36c/197189389207.jpg/200x200.jpg,2022
Pehli Baar Mile Do Dil,['Rochak Kohli'],['Rochak Kohli'],['Gurpreet Saini'],['Pop'],Pehli Baar Mile,https://www.youtube.com/watch?v=TvdBBqisRIo,https://is5-ssl.mzstatic.com/image/thumb/Music112/v4/a7/67/3c/a7673c2e-36a2-d22c-0345-122d6de6c805/196922291333_Cover.jpg/200x200.jpg,2022
O Phireya Re,['Shaan'],['Anish John'],['Saaveri Verma'],"['Filmi', ' Pop']",Phireya,https://www.youtube.com/watch?v=UIEbwnjy28s,https://is2-ssl.mzstatic.com/image/thumb/Music122/v4/b0/85/40/b0854099-f0f3-d3a7-479f-fa5e8fa721c4/196589244642.jpg/200x200.jpg,2022
Kinna Sona Lagda Hai Tu,"['Zahrah S. Khan', ' Tanishk Bagchi']",['Tanishk Bagchi'],['Tanishk Bagchi'],['Pop'],Phone Bhoot,https://www.youtube.com/watch?v=WVSaI17FxWw,https://is5-ssl.mzstatic.com/image/thumb/Music123/v4/5e/b3/14/5eb314de-2526-3f6b-359a-2ee5b27564b5/840214458101.png/200x200.jpg,2022
Kaali Teri Gutt Te Paraanda Tera Laalni,"['Romy', ' Sakshi Holkar']",['Roy'],['Kumaar'],"['Punjabi Folk', ' Pop']",Phone Bhoot,https://www.youtube.com/watch?v=8n2PZihvoIU,https://is5-ssl.mzstatic.com/image/thumb/Music123/v4/5e/b3/14/5eb314de-2526-3f6b-359a-2ee5b27564b5/840214458101.png/200x200.jpg,2022
Phone Bhoot Theme,['Baba Sehgal'],['Mikey McCleary'],['Baba Sehgal'],"['Pop', ' Rock']",Phone Bhoot,https://www.youtube.com/watch?v=llxxyMsdXGU,https://is5-ssl.mzstatic.com/image/thumb/Music123/v4/5e/b3/14/5eb314de-2526-3f6b-359a-2ee5b27564b5/840214458101.png/200x200.jpg,2022
Tu Jo Jaye Main Jaaoon Jaan Se,"['Rochak Kohli', ' Lisa Mishra']",['Rochak Kohli'],['Kumaar'],['Pop'],Phone Bhoot,https://www.youtube.com/watch?v=RiGImFxMJVI,https://is5-ssl.mzstatic.com/image/thumb/Music123/v4/5e/b3/14/5eb314de-2526-3f6b-359a-2ee5b27564b5/840214458101.png/200x200.jpg,2022
Tu Jo Jaye Main Jaaoon Jaan Se - Chill Mix,"['Rochak Kohli', ' Lisa Mishra']",['Rochak Kohli'],['Kumaar'],['Pop'],Phone Bhoot,,https://is5-ssl.mzstatic.com/image/thumb/Music123/v4/5e/b3/14/5eb314de-2526-3f6b-359a-2ee5b27564b5/840214458101.png/200x200.jpg,2022
Tujhpe Talli Ho Gaya,"['Sunidhi Chauhan', ' Bann Chakraborty']",['Bann Chakraborty'],['Ginny Diwan'],['Pop'],Plan A Plan B,https://www.youtube.com/watch?v=WXeevWGujmA,https://is5-ssl.mzstatic.com/image/thumb/Music112/v4/8e/16/05/8e1605a6-e558-44f7-ba22-3ee3fd6da89f/8720765081916.png/200x200.jpg,2022
Dil Hoya Jogiya,['Saurabh Das'],['Yug Bhusal'],['Ravi Basnet'],"['Filmi', ' Pop', ' Sugam']",Plan A Plan B,https://www.youtube.com/watch?v=rTzCy6jj4Sc,https://is5-ssl.mzstatic.com/image/thumb/Music112/v4/8e/16/05/8e1605a6-e558-44f7-ba22-3ee3fd6da89f/8720765081916.png/200x200.jpg,2022
Keh Do Ke Tum Hi Ho Naa Mere Liye,"['Vivek Hariharan', ' Mali', ' Bann Chakraborty']",['Bann Chakraborty'],['Ankur Tewari'],['Pop'],Plan A Plan B,https://www.youtube.com/watch?v=6w15JIb7UXc,https://is5-ssl.mzstatic.com/image/thumb/Music112/v4/8e/16/05/8e1605a6-e558-44f7-ba22-3ee3fd6da89f/8720765081916.png/200x200.jpg,2022
Poori Gal Baat,['Tiger Shroff'],['Prem - Hardeep'],['Ranbir Singh - I'],['Pop'],Poori Gal Baat,https://www.youtube.com/watch?v=0yjnZr506cE,https://is5-ssl.mzstatic.com/image/thumb/Music116/v4/d5/8c/69/d58c6974-a318-a57a-a238-f3763486b7eb/source/200x200.jpg,2022
Pyaar Hai,"['Payal Dev', ' Altamash Faridi']",['Payal Dev'],['Rashmi Virag'],['Filmi'],Pyaar Hai,https://www.youtube.com/watch?v=h5eB-Izntys,https://is2-ssl.mzstatic.com/image/thumb/Music126/v4/9e/ed/f8/9eedf80e-effd-2f02-d6df-060c443b8a9f/source/200x200.jpg,2022
Ghodey Pe Sawaar (Jaane Balma Ghode Pe Kyun Sawaar Hai),['Sireesha Bhagavatula'],['Amit Trivedi'],['Amitabh Bhattacharya'],"['Filmi', ' Sugam']",Qala,https://www.youtube.com/watch?v=q05AbgNey6w,https://is4-ssl.mzstatic.com/image/thumb/Music122/v4/47/6b/96/476b96a0-d883-6485-6fdd-db1de7c8a151/196589680440.jpg/200x200.jpg,2022
